survey_name,librarian_comments,region,locality,elementary_school,middle_school,high_school
Comments About Age-Appropriateness,Character's age is in the same age range..,Midwest,Suburban,1,1,0
Comments About Age-Appropriateness,Characters are around the ages of my students and plots are situations that my age student would have encountered or others their age in a different setting would have encountered.,South Central,Suburban,0,1,1
Comments About Age-Appropriateness,"Check Commonsense Media (love this resource!), read reviews, check with other libraries and librarians.",Pacific,Suburban,1,1,0
Comments About Age-Appropriateness,Check main character age; check SLJ reviews and recommendations; check other reviews; see who else in my district has it at what level; read some of the content if available.,Pacific,Suburban,0,1,0
Comments About Age-Appropriateness,Check recommended interest level. Read multiple reviews for each book being considered. Speak to faculty/staff/students who have read the book.,South Central,Rural,0,1,0
Comments About Age-Appropriateness,Check reputable sites on internet and make a judgement call.,Pacific,Small Town,0,1,0
Comments About Age-Appropriateness,Check reviews in several places.,Midwest,Small Town,0,0,1
Comments About Age-Appropriateness,Check the publisher.,Pacific,Urban,1,0,0
Comments About Age-Appropriateness,"Checking publisher age guidelines, the holdings of other elementary school libraries in our district, reviews, current holdings (series).",South Atlantic,Suburban,1,0,0
Comments About Age-Appropriateness,"Children begin to want to understand the world and what has gone wrong at around 14, which is 8th grade in our school. That is when they study revolutions and they are ready to deal with more graphic representations of those controversial subjects. Prior to that it completely depends on how a subject is handled.",South Central,Suburban,1,1,1
Comments About Age-Appropriateness,"Combination of a few things like age of characters, situational content, etc. Usually just a gut feeling about the title.",Northeast,Small Town,0,0,1
Comments About Age-Appropriateness,"Community standards, student feedback.",Mountain,Rural,0,1,1
Comments About Age-Appropriateness,Consult reviews.,South Atlantic,Small Town,0,0,1
Comments About Age-Appropriateness,"Consulting numerous reviews, reading the material myself and knowing my audience here at my school.",Northeast,Small Town,1,1,0
Comments About Age-Appropriateness,content,South Atlantic,N/A,1,1,1
Comments About Age-Appropriateness,"Content and illustrations, also language and subject matter",South Atlantic,Suburban,1,1,1
Comments About Age-Appropriateness,Content and reviews,South Central,Small Town,1,0,0
Comments About Age-Appropriateness,Content that a child at that age would understand - age appropriate words/actions.,Midwest,Suburban,1,0,0
Comments About Age-Appropriateness,"Content, language.",Pacific,Urban,0,1,1
Comments About Age-Appropriateness,"content, language, readability",Midwest,N/A,1,1,1
Comments About Age-Appropriateness,"content, reading level, interest level",South Central,Suburban,0,1,0
Comments About Age-Appropriateness,Content: if main character is within 3-5 years the age of our oldest students (10/11 years old),South Central,Urban,1,0,0
Comments About Age-Appropriateness,Curriculum and knowledge of the students who use library,Pacific,Urban,1,1,0
Comments About Age-Appropriateness,Depends on the cover. Will my high school students pick it up? I purchase books for my low readers and almost adult books for the AP classes.,Midwest,Suburban,0,0,1
Comments About Age-Appropriateness,Discussions about sex and characters having sex is fine. Explicit scenes are not okay.,Northeast,Suburban,0,0,1
Comments About Age-Appropriateness,Elementary - 6th grade is my target range. Read reviews and comments on the book.,Pacific,Small Town,1,1,0
Comments About Age-Appropriateness,Elementary level-Lexile,South Atlantic,Suburban,1,0,0
Comments About Age-Appropriateness,"Experience, reviews in trade pubs or through our book vendors, discussion with other librarians in my district.",Pacific,Suburban,0,1,0
Comments About Age-Appropriateness,"First I look for Young Adult references in catalog listings, then I look through the books myself. The two factors that sway me are humor and positive outcome. I won't buy a YA book for my middle school if the content is too heavy or dark.",Pacific,Suburban,0,1,0
Comments About Age-Appropriateness,First: Age listed by publisher Second: Age listed on Follett's Titlewave Third: Kirkus Reviews Last: personal observation (if I have read the book and disagree with the above),Northeast,Suburban,0,0,1
Comments About Age-Appropriateness,"For books that are considered ""adult,"" I determine if it is age appropriate based on the complexity of the material and whether I think it would appeal to my students.",Northeast,Rural,0,0,1
Comments About Age-Appropriateness,For books that I haven't read I rely on the age recommendation of multiple book reviewers.,South Atlantic,Rural,0,0,1
Comments About Age-Appropriateness,"For middle school, the main thing is that the language not be too inappropriate and that the sexual content not be too explicit.",Pacific,Suburban,0,1,0
Comments About Age-Appropriateness,"For my elementary students, I do not choose books with vulgarity, especially sexual words, sexuality, violence, and other mature topics.",South Central,Suburban,1,1,1
Comments About Age-Appropriateness,"For my middle school students, grades 6 to 8, I think of books having a PG rating. Mild language, mild romance, etc. Books need to contain situations middle schoolers would find themselves in.",Pacific,Small Town,0,1,0
Comments About Age-Appropriateness,From reviews,Midwest,Urban,0,0,1
Comments About Age-Appropriateness,"From the reviews, and I also sometimes use CommonSense Media.",South Atlantic,Rural,1,0,0
Comments About Age-Appropriateness,"Generally reading reviews (professional and reader reviews, including children), reading summaries of the books. If I have the opportunity, reading the material itself.",Midwest,Small Town,1,0,0
